1469980801567.0,1470758398557.7,1471535995548.4,1472313592539.1,1473091189529.8,1473868786520.5,1474646383511.2,1475423980501.9,1476201577492.6,1476979174483.3,1477756771474
1470045622468.0,1470816736949.3,1471587851430.6,1472358965911.9,1473130080393.2,1473901194874.5,1474672309355.8,1475443423837.1,1476214538318.4,1476985652799.7,1477756767281
1469980841658.0,1470758436796.3,1471536031934.6,1472313627072.9,1473091222211.2,1473868817349.5,1474646412487.8,1475424007626.1,1476201602764.4,1476979197902.7,1477756793041
1469980901098.0,1470758482486.2,1471536063874.4,1472313645262.6,1473091226650.8,1473868808039.0,1474646389427.2,1475423970815.4,1476201552203.6,1476979133591.8,1477756714980
1469980829152.0,1470758423795.8,1471536018439.6,1472313613083.4,1473091207727.2,1473868802371.0,1474646397014.8,1475423991658.6,1476201586302.4,1476979180946.2,1477756775590
1469984431864.0,1470761661562.2,1471538891260.4,1472316120958.6,1473093350656.8,1473870580355.0,1474647810053.2,1475425039751.4,1476202269449.6,1476979499147.8,1477756728846
1469980998904.0,1470758562984.5,1471536127065.0,1472313691145.5,1473091255226.0,1473868819306.5,1474646383387.0,1475423947467.5,1476201511548.0,1476979075628.5,1477756639709
1469981620604.0,1470759107185.6,1471536593767.2,1472314080348.8,1473091566930.4,1473869053512.0,1474646540093.6,1475424026675.2,1476201513256.8,1476978999838.4,1477756486420
1469982498911.0,1470759570335.2,1471536641759.4,1472313713183.6,1473090784607.8,1473867856032.0,1474644927456.2,1475421998880.4,1476199070304.6,1476976141728.8,1477753213153
1469980939207.0,1470758513813.5,1471536088420.0,1472313663026.5,1473091237633.0,1473868812239.5,1474646386846.0,1475423961452.5,1476201536059.0,1476979110665.5,1477756685272
1472183443528.0,1472740729826.6,1473298016125.2,1473855302423.8,1474412588722.4,1474969875021.0,1475527161319.6,1476084447618.2,1476641733916.8,1477199020215.4,1477756306514
1469981208086.0,1470758723755.4,1471536239424.8,1472313755094.2,1473091270763.6,1473868786433.0,1474646302102.4,1475423817771.8,1476201333441.2,1476978849110.6,1477756364780
1469980875980.0,1470758468248.0,1471536060516.0,1472313652784.0,1473091245052.0,1473868837320.0,1474646429588.0,1475424021856.0,1476201614124.0,1476979206392.0,1477756798660
1469981878375.0,1470759276542.8,1471536674710.6,1472314072878.4,1473091471046.2,1473868869214.0,1474646267381.8,1475423665549.6,1476201063717.4,1476978461885.2,1477755860053
1469980879521.0,1470758465333.8,1471536051146.6,1472313636959.4,1473091222772.2,1473868808585.0,1474646394397.8,1475423980210.6,1476201566023.4,1476979151836.2,1477756737649
1469980895872.0,1470758432494.9,1471535969117.8,1472313505740.7,1473091042363.6,1473868578986.5,1474646115609.4,1475423652232.3,1476201188855.2,1476978725478.1,1477756262101
1469982052419.0,1470759492774.0,1471536933129.0,1472314373484.0,1473091813839.0,1473869254194.0,1474646694549.0,1475424134904.0,1476201575259.0,1476979015614.0,1477756455969
1469987740436.0,1470764572695.0,1471541404954.0,1472318237213.0,1473095069472.0,1473871901731.0,1474648733990.0,1475425566249.0,1476202398508.0,1476979230767.0,1477756063026
1469980827831.0,1470758424002.7,1471536020174.4,1472313616346.1,1473091212517.8,1473868808689.5,1474646404861.2,1475424001032.9,1476201597204.6,1476979193376.3,1477756789548
1470018842205.0,1470792576882.3,1471566311559.6,1472340046236.9,1473113780914.2,1473887515591.5,1474661250268.8,1475434984946.1,1476208719623.4,1476982454300.7,1477756188978
1469980801139.0,1470758400899.2,1471536000659.4,1472313600419.6,1473091200179.8,1473868799940.0,1474646399700.2,1475423999460.4,1476201599220.6,1476979198980.8,1477756798741
1469980841553.0,1470758426820.9,1471536012088.8,1472313597356.7,1473091182624.6,1473868767892.5,1474646353160.4,1475423938428.3,1476201523696.2,1476979108964.1,1477756694232
1469983113364.0,1470760435903.2,1471537758442.4,1472315080981.6,1473092403520.8,1473869726060.0,1474647048599.2,1475424371138.4,1476201693677.6,1476979016216.8,1477756338756
1469980800672.0,1470758367232.4,1471535933792.8,1472313500353.2,1473091066913.6,1473868633474.0,1474646200034.4,1475423766594.8,1476201333155.2,1476978899715.6,1477756466276
1469980881097.0,1470758471406.4,1471536061715.8,1472313652025.2,1473091242334.6,1473868832644.0,1474646422953.4,1475424013262.8,1476201603572.2,1476979193881.6,1477756784191
1469987296621.0,1470764185261.9,1471541073902.8,1472317962543.7,1473094851184.6,1473871739825.5,1474648628466.4,1475425517107.3,1476202405748.2,1476979294389.1,1477756183030
1470089281644.0,1470855913809.3,1471622545974.6,1472389178139.9,1473155810305.2,1473922442470.5,1474689074635.8,1475455706801.1,1476222338966.4,1476988971131.7,1477755603297
1469981284757.0,1470758831845.4,1471536378933.8,1472313926022.2,1473091473110.6,1473869020199.0,1474646567287.4,1475424114375.8,1476201661464.2,1476979208552.6,1477756755641
1469981396561.0,1470758866532.0,1471536336503.0,1472313806474.0,1473091276445.0,1473868746416.0,1474646216387.0,1475423686358.0,1476201156329.0,1476978626300.0,1477756096271
1469982647509.0,1470688452022.5,1471394256536.0,1472100061049.5,1472805865563.0,1473511670076.5,1474217474590.0,1474923279103.5,1475629083617.0,1476334888130.5,1477040692644
1469985326589.0,1470762388241.0,1471539449893.0,1472316511545.0,1473093573197.0,1473870634849.0,1474647696501.0,1475424758153.0,1476201819805.0,1476978881457.0,1477755943109
1470240883949.0,1470992459444.3,1471744034939.6,1472495610434.9,1473247185930.2,1473998761425.5,1474750336920.8,1475501912416.1,1476253487911.4,1477005063406.7,1477756638902
1469980814613.0,1470758413201.1,1471536011789.2,1472313610377.3,1473091208965.4,1473868807553.5,1474646406141.6,1475424004729.7,1476201603317.8,1476979201905.9,1477756800494
1469986532201.0,1470763541927.9,1471540551654.8,1472317561381.7,1473094571108.6,1473871580835.5,1474648590562.4,1475425600289.3,1476202610016.2,1476979619743.1,1477756629470
1469981172189.0,1470758711802.9,1471536251416.8,1472313791030.7,1473091330644.6,1473868870258.5,1474646409872.4,1475423949486.3,1476201489100.2,1476979028714.1,1477756568328
1469980814279.0,1470758412706.0,1471536011133.0,1472313609560.0,1473091207987.0,1473868806414.0,1474646404841.0,1475424003268.0,1476201601695.0,1476979200122.0,1477756798549
1473314533666.0,1473758586054.6,1474202638443.2,1474646690831.8,1475090743220.4,1475534795609.0,1475978847997.6,1476422900386.2,1476866952774.8,1477311005163.4,1477755057552
1469981038880.0,1470758611052.4,1471536183224.8,1472313755397.2,1473091327569.6,1473868899742.0,1474646471914.4,1475424044086.8,1476201616259.2,1476979188431.6,1477756760604
1470043142606.0,1470814496819.8,1471585851033.6,1472357205247.4,1473128559461.2,1473899913675.0,1474671267888.8,1475442622102.6,1476213976316.4,1476985330530.2,1477756684744
1469981266518.0,1470758812199.5,1471536357881.0,1472313903562.5,1473091449244.0,1473868994925.5,1474646540607.0,1475424086288.5,1476201631970.0,1476979177651.5,1477756723333
1469980828352.0,1470758424964.8,1471536021577.6,1472313618190.4,1473091214803.2,1473868811416.0,1474646408028.8,1475424004641.6,1476201601254.4,1476979197867.2,1477756794480
1469983222605.0,1470760449723.4,1471537676841.8,1472314903960.2,1473092131078.6,1473869358197.0,1474646585315.4,1475423812433.8,1476201039552.2,1476978266670.6,1477755493789
1471181429642.0,1471838833129.7,1472496236617.4,1473153640105.1,1473811043592.8,1474468447080.5,1475125850568.2,1475783254055.9,1476440657543.6,1477098061031.3,1477755464519
1469981706099.0,1470759211217.4,1471536716335.8,1472314221454.2,1473091726572.6,1473869231691.0,1474646736809.4,1475424241927.8,1476201747046.2,1476979252164.6,1477756757283
1469982579617.0,1470759915655.4,1471537251693.8,1472314587732.2,1473091923770.6,1473869259809.0,1474646595847.4,1475423931885.8,1476201267924.2,1476978603962.6,1477755940001
1469980810090.0,1470758408745.0,1471536007400.0,1472313606055.0,1473091204710.0,1473868803365.0,1474646402020.0,1475424000675.0,1476201599330.0,1476979197985.0,1477756796640
1469980848592.0,1470758436422.3,1471536024252.6,1472313612082.9,1473091199913.2,1473868787743.5,1474646375573.8,1475423963404.1,1476201551234.4,1476979139064.7,1477756726895
1469983412032.0,1470760742250.1,1471538072468.2,1472315402686.3,1473092732904.4,1473870063122.5,1474647393340.6,1475424723558.7,1476202053776.8,1476979383994.9,1477756714213
1469980809011.0,1470758386474.6,1471535963938.2,1472313541401.8,1473091118865.4,1473868696329.0,1474646273792.6,1475423851256.2,1476201428719.8,1476979006183.4,1477756583647
1469980889303.0,1470758470234.5,1471536051166.0,1472313632097.5,1473091213029.0,1473868793960.5,1474646374892.0,1475423955823.5,1476201536755.0,1476979117686.5,1477756698618
1469982213905.0,1470759324471.6,1471536435038.2,1472313545604.8,1473090656171.4,1473867766738.0,1474644877304.6,1475421987871.2,1476199098437.8,1476976209004.4,1477753319571
1469981155613.0,1470758719396.1,1471536283179.2,1472313846962.3,1473091410745.4,1473868974528.5,1474646538311.6,1475424102094.7,1476201665877.8,1476979229660.9,1477756793444
1469981365510.0,1470758860863.1,1471536356216.2,1472313851569.3,1473091346922.4,1473868842275.5,1474646337628.6,1475423832981.7,1476201328334.8,1476978823687.9,1477756319041
1469980813961.0,1470758402673.6,1471535991386.2,1472313580098.8,1473091168811.4,1473868757524.0,1474646346236.6,1475423934949.2,1476201523661.8,1476979112374.4,1477756701087
1469984367230.0,1470761200996.8,1471538034763.6,1472314868530.4,1473091702297.2,1473868536064.0,1474645369830.8,1475422203597.6,1476199037364.4,1476975871131.2,1477752704898
1473156309071.0,1473616128577.9,1474075948084.8,1474535767591.7,1474995587098.6,1475455406605.5,1475915226112.4,1476375045619.3,1476834865126.2,1477294684633.1,1477754504140
1470121747549.0,1470885237122.7,1471648726696.4,1472412216270.1,1473175705843.8,1473939195417.5,1474702684991.2,1475466174564.9,1476229664138.6,1476993153712.3,1477756643286
1470022917834.0,1470796302757.2,1471569687680.4,1472343072603.6,1473116457526.8,1473889842450.0,1474663227373.2,1475436612296.4,1476209997219.6,1476983382142.8,1477756767066
1469981203550.0,1470758690130.5,1471536176711.0,1472313663291.5,1473091149872.0,1473868636452.5,1474646123033.0,1475423609613.5,1476201096194.0,1476978582774.5,1477756069355
1470005495174.0,1470780621310.4,1471555747446.8,1472330873583.2,1473105999719.6,1473881125856.0,1474656251992.4,1475431378128.8,1476206504265.2,1476981630401.6,1477756756538
